,Conversion Factor,CTD CUSIP,Futures Ticker,CTD Price,CTD ID,Futures ID,CTD Coupon Frequency,CTD Maturity Date,CTD Day Count,CTD Issue Date,CTD Interest Accrual Start,CTD Coupon,CTD Settlement Year/Month
23-Feb-2011,0.838733,EI385633,IKH11,109.48,EI385633 Govt,IKH11 Comdty,2,1-Mar-2021,ACT/ACT,1-Sep-2010,1-Sep-2010,3.75,11-Mar-2016
24-Feb-2011,0.910121,EI586386,IKH11,109.26,EI586386 Govt,IKH11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Mar-2016
25-Feb-2011,0.910121,EI586386,IKH11,109.11,EI586386 Govt,IKH11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Mar-2016
28-Feb-2011,0.910121,EI586386,IKH11,109.11,EI586386 Govt,IKH11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Mar-2016
1-Mar-2011,0.910121,EI586386,IKH11,109.28,EI586386 Govt,IKH11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Mar-2016
2-Mar-2011,0.910121,EI586386,IKH11,109.43,EI586386 Govt,IKH11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Mar-2016
3-Mar-2011,0.910121,EI586386,IKH11,108.6,EI586386 Govt,IKH11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Mar-2016
4-Mar-2011,0.910121,EI586386,IKH11,108.73,EI586386 Govt,IKH11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Mar-2016
9-Mar-2011,0.911618,EI586386,IKM11,106.33,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
10-Mar-2011,0.911618,EI586386,IKM11,106.49,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
11-Mar-2011,0.911618,EI586386,IKM11,107.38,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
14-Mar-2011,0.911618,EI586386,IKM11,108.23,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
15-Mar-2011,0.911618,EI586386,IKM11,108.79,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
16-Mar-2011,0.911618,EI586386,IKM11,109.06,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
17-Mar-2011,0.911618,EI586386,IKM11,108.62,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
18-Mar-2011,0.911618,EI586386,IKM11,109.09,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
21-Mar-2011,0.911618,EI586386,IKM11,108.72,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
22-Mar-2011,0.911618,EI586386,IKM11,108.32,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
23-Mar-2011,0.911618,EI586386,IKM11,108.35,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
24-Mar-2011,0.911618,EI586386,IKM11,108.4,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
25-Mar-2011,0.911618,EI586386,IKM11,108.55,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
28-Mar-2011,0.911618,EI586386,IKM11,108.3,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
29-Mar-2011,0.911618,EI586386,IKM11,108.19,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
30-Mar-2011,0.911618,EI586386,IKM11,108.33,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
31-Mar-2011,0.911618,EI586386,IKM11,107.96,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
1-Apr-2011,0.911618,EI586386,IKM11,108.11,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
4-Apr-2011,0.911618,EI586386,IKM11,108.58,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
5-Apr-2011,0.911618,EI586386,IKM11,108.52,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
6-Apr-2011,0.911618,EI586386,IKM11,108.85,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
7-Apr-2011,0.911618,EI586386,IKM11,108.78,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
8-Apr-2011,0.911618,EI586386,IKM11,108.69,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
11-Apr-2011,0.911618,EI586386,IKM11,109.02,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
12-Apr-2011,0.911618,EI586386,IKM11,109.5,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
13-Apr-2011,0.911618,EI586386,IKM11,109.21,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
14-Apr-2011,0.911618,EI586386,IKM11,109.06,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
15-Apr-2011,0.911618,EI586386,IKM11,108.95,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
18-Apr-2011,0.911618,EI586386,IKM11,108.6,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
19-Apr-2011,0.911618,EI586386,IKM11,108.82,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
20-Apr-2011,0.911618,EI586386,IKM11,108.95,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
21-Apr-2011,0.911618,EI586386,IKM11,108.75,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
26-Apr-2011,0.911618,EI586386,IKM11,108.37,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
27-Apr-2011,0.911618,EI586386,IKM11,108.35,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
28-Apr-2011,0.911618,EI586386,IKM11,108.82,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
29-Apr-2011,0.911618,EI586386,IKM11,109.15,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
2-May-2011,0.911618,EI586386,IKM11,109.23,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
3-May-2011,0.911618,EI586386,IKM11,109.39,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
4-May-2011,0.911618,EI586386,IKM11,109.44,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
5-May-2011,0.911618,EI586386,IKM11,109.65,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
6-May-2011,0.911618,EI586386,IKM11,109.79,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
9-May-2011,0.911618,EI586386,IKM11,109.7,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
10-May-2011,0.911618,EI586386,IKM11,109.95,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
11-May-2011,0.911618,EI586386,IKM11,109.98,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
12-May-2011,0.911618,EI586386,IKM11,110.4,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
13-May-2011,0.911618,EI586386,IKM11,110.18,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
16-May-2011,0.911618,EI586386,IKM11,110.41,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
17-May-2011,0.911618,EI586386,IKM11,110.2,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
18-May-2011,0.911618,EI586386,IKM11,110.11,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
19-May-2011,0.911618,EI586386,IKM11,109.93,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
20-May-2011,0.911618,EI586386,IKM11,109.86,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
23-May-2011,0.911618,EI586386,IKM11,109.51,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
24-May-2011,0.911618,EI586386,IKM11,109.77,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
25-May-2011,0.911618,EI586386,IKM11,110.26,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
26-May-2011,0.911618,EI586386,IKM11,110.4,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
27-May-2011,0.911618,EI586386,IKM11,110.2,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
30-May-2011,0.911618,EI586386,IKM11,109.69,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
31-May-2011,0.911618,EI586386,IKM11,109.86,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
1-Jun-2011,0.911618,EI586386,IKM11,110.33,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
2-Jun-2011,0.911618,EI586386,IKM11,110.74,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
3-Jun-2011,0.911618,EI586386,IKM11,111.28,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
6-Jun-2011,0.911618,EI586386,IKM11,111.07,EI586386 Govt,IKM11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Jun-2016
9-Jun-2011,0.913311,EI586386,IKU11,108.05,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
10-Jun-2011,0.913311,EI586386,IKU11,108.24,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
13-Jun-2011,0.913311,EI586386,IKU11,108.34,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
14-Jun-2011,0.913311,EI586386,IKU11,108.62,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
15-Jun-2011,0.913311,EI586386,IKU11,108.05,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
16-Jun-2011,0.913311,EI586386,IKU11,107.8,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
17-Jun-2011,0.913311,EI586386,IKU11,108.27,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
20-Jun-2011,0.913311,EI586386,IKU11,107.96,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
21-Jun-2011,0.913311,EI586386,IKU11,108.22,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
22-Jun-2011,0.913311,EI586386,IKU11,107.71,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
23-Jun-2011,0.913311,EI586386,IKU11,107.34,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
24-Jun-2011,0.913311,EI586386,IKU11,107.01,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
27-Jun-2011,0.913311,EI586386,IKU11,106.9,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
28-Jun-2011,0.913311,EI586386,IKU11,106.98,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
29-Jun-2011,0.913311,EI586386,IKU11,107.17,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
30-Jun-2011,0.913311,EI586386,IKU11,107.78,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
1-Jul-2011,0.913311,EI586386,IKU11,107.95,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
4-Jul-2011,0.913311,EI586386,IKU11,107.6,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
5-Jul-2011,0.913311,EI586386,IKU11,106.91,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
6-Jul-2011,0.913311,EI586386,IKU11,105.83,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
7-Jul-2011,0.913311,EI586386,IKU11,105.44,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
8-Jul-2011,0.913311,EI586386,IKU11,104.41,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
11-Jul-2011,0.913311,EI586386,IKU11,100.45,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
12-Jul-2011,0.913311,EI586386,IKU11,101.8,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
13-Jul-2011,0.913311,EI586386,IKU11,101.97,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
14-Jul-2011,0.913311,EI586386,IKU11,101.43,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
15-Jul-2011,0.913311,EI586386,IKU11,100.56,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
18-Jul-2011,0.913311,EI586386,IKU11,98.99,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
19-Jul-2011,0.913311,EI586386,IKU11,100.81,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
20-Jul-2011,0.913311,EI586386,IKU11,102.05,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
21-Jul-2011,0.913311,EI586386,IKU11,104.03,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
22-Jul-2011,0.913311,EI586386,IKU11,103.55,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
25-Jul-2011,0.913311,EI586386,IKU11,101.62,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
26-Jul-2011,0.913311,EI586386,IKU11,101.89,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
27-Jul-2011,0.913311,EI586386,IKU11,100.98,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
28-Jul-2011,0.913311,EI586386,IKU11,100.38,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
29-Jul-2011,0.913311,EI586386,IKU11,99.98,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
1-Aug-2011,0.913311,EI586386,IKU11,99.18,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
2-Aug-2011,0.913311,EI586386,IKU11,98.1,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
3-Aug-2011,0.913311,EI586386,IKU11,98.44,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
4-Aug-2011,0.913311,EI586386,IKU11,97.31,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
5-Aug-2011,0.913311,EI586386,IKU11,98.2,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
8-Aug-2011,0.913311,EI586386,IKU11,103.94,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
9-Aug-2011,0.913311,EI586386,IKU11,105,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
10-Aug-2011,0.913311,EI586386,IKU11,105.7,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
11-Aug-2011,0.913311,EI586386,IKU11,106.52,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
12-Aug-2011,0.913311,EI586386,IKU11,106.64,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
15-Aug-2011,0.913311,EI586386,IKU11,106.7,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
16-Aug-2011,0.913311,EI586386,IKU11,106.95,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
17-Aug-2011,0.913311,EI586386,IKU11,107.63,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
18-Aug-2011,0.913311,EI586386,IKU11,107.47,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
19-Aug-2011,0.913311,EI586386,IKU11,107.74,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
22-Aug-2011,0.913311,EI586386,IKU11,107.5,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
23-Aug-2011,0.913311,EI586386,IKU11,107.21,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
24-Aug-2011,0.913311,EI586386,IKU11,106.89,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
25-Aug-2011,0.913311,EI586386,IKU11,106.9,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
26-Aug-2011,0.913311,EI586386,IKU11,107.28,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
29-Aug-2011,0.913311,EI586386,IKU11,107.12,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
30-Aug-2011,0.913311,EI586386,IKU11,106.82,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
31-Aug-2011,0.913311,EI586386,IKU11,106.72,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
1-Sep-2011,0.913311,EI586386,IKU11,106.69,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
2-Sep-2011,0.913311,EI586386,IKU11,105.64,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
5-Sep-2011,0.913311,EI586386,IKU11,103.51,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
6-Sep-2011,0.913311,EI586386,IKU11,104.11,EI586386 Govt,IKU11 Comdty,2,1-Sep-2021,ACT/ACT,1-Mar-2011,1-Mar-2011,4.75,11-Sep-2016
9-Sep-2011,0.93062,EI793398,IKZ11,101.5,EI793398 Govt,IKZ11 Comdty,2,1-Mar-2022,ACT/ACT,1-Sep-2011,1-Sep-2011,5,11-Dec-2016
12-Sep-2011,0.93062,EI793398,IKZ11,99.91,EI793398 Govt,IKZ11 Comdty,2,1-Mar-2022,ACT/ACT,1-Sep-2011,1-Sep-2011,5,11-Dec-2016
13-Sep-2011,0.93062,EI793398,IKZ11,99.22,EI793398 Govt,IKZ11 Comdty,2,1-Mar-2022,ACT/ACT,1-Sep-2011,1-Sep-2011,5,11-Dec-2016
14-Sep-2011,0.93062,EI793398,IKZ11,99.75,EI793398 Govt,IKZ11 Comdty,2,1-Mar-2022,ACT/ACT,1-Sep-2011,1-Sep-2011,5,11-Dec-2016
15-Sep-2011,0.93062,EI793398,IKZ11,99.77,EI793398 Govt,IKZ11 Comdty,2,1-Mar-2022,ACT/ACT,1-Sep-2011,1-Sep-2011,5,11-Dec-2016
16-Sep-2011,0.93062,EI793398,IKZ11,100.51,EI793398 Govt,IKZ11 Comdty,2,1-Mar-2022,ACT/ACT,1-Sep-2011,1-Sep-2011,5,11-Dec-2016
19-Sep-2011,0.93062,EI793398,IKZ11,99.85,EI793398 Govt,IKZ11 Comdty,2,1-Mar-2022,ACT/ACT,1-Sep-2011,1-Sep-2011,5,11-Dec-2016
20-Sep-2011,0.93062,EI793398,IKZ11,99,EI793398 Govt,IKZ11 Comdty,2,1-Mar-2022,ACT/ACT,1-Sep-2011,1-Sep-2011,5,11-Dec-2016
21-Sep-2011,0.93062,EI793398,IKZ11,98.54,EI793398 Govt,IKZ11 Comdty,2,1-Mar-2022,ACT/ACT,1-Sep-2011,1-Sep-2011,5,11-Dec-2016
