,FUT_CNVS_FACTOR,FUT_CTD_CUSIP,FUT_CUR_GEN_TICKER,PX_LAST,join_id_bonds,join_id_fut,CPN_FREQ,MATURITY,DAY_CNT_DES,ISSUE_DT,INT_ACC_DT,CPN,CURRENT_CONTRACT_MONTH_YR,PX_LAST_BONDS
8/19/2014,0.905271,EJ568862,IKU14,128.93,EJ568862 Govt,IKU14 Comdty,2,5/1/2023,ACT/ACT,3/1/2013,3/1/2013,4.5,14-Sep,"join_id_bonds
EH305692 Govt    121.038
Name: 2014-11-19 00:00:00, dtype: float64"
8/20/2014,0.905271,EJ568862,IKU14,128.91,EJ568862 Govt,IKU14 Comdty,2,5/1/2023,ACT/ACT,3/1/2013,3/1/2013,4.5,14-Sep,"join_id_bonds
EH305692 Govt    121.315
Name: 2014-11-20 00:00:00, dtype: float64"
8/21/2014,0.905271,EJ568862,IKU14,129.09,EJ568862 Govt,IKU14 Comdty,2,5/1/2023,ACT/ACT,3/1/2013,3/1/2013,4.5,14-Sep,"join_id_bonds
EH305692 Govt    122.245
Name: 2014-11-21 00:00:00, dtype: float64"
8/22/2014,0.905271,EJ568862,IKU14,129.04,EJ568862 Govt,IKU14 Comdty,2,5/1/2023,ACT/ACT,3/1/2013,3/1/2013,4.5,14-Sep,"join_id_bonds
EH305692 Govt    122.48
Name: 2014-11-24 00:00:00, dtype: float64"
8/25/2014,0.905271,EJ568862,IKU14,130.23,EJ568862 Govt,IKU14 Comdty,2,5/1/2023,ACT/ACT,3/1/2013,3/1/2013,4.5,14-Sep,"join_id_bonds
EH305692 Govt    122.885
Name: 2014-11-25 00:00:00, dtype: float64"
8/26/2014,0.905271,EJ568862,IKU14,130.52,EJ568862 Govt,IKU14 Comdty,2,5/1/2023,ACT/ACT,3/1/2013,3/1/2013,4.5,14-Sep,"join_id_bonds
EH305692 Govt    122.63
Name: 2014-11-26 00:00:00, dtype: float64"
8/27/2014,0.905271,EJ568862,IKU14,131.05,EJ568862 Govt,IKU14 Comdty,2,5/1/2023,ACT/ACT,3/1/2013,3/1/2013,4.5,14-Sep,"join_id_bonds
EH305692 Govt    123.525
Name: 2014-11-27 00:00:00, dtype: float64"
8/28/2014,0.905271,EJ568862,IKU14,130.36,EJ568862 Govt,IKU14 Comdty,2,5/1/2023,ACT/ACT,3/1/2013,3/1/2013,4.5,14-Sep,"join_id_bonds
EH305692 Govt    123.735
Name: 2014-11-28 00:00:00, dtype: float64"
8/29/2014,0.905271,EJ568862,IKU14,130.52,EJ568862 Govt,IKU14 Comdty,2,5/1/2023,ACT/ACT,3/1/2013,3/1/2013,4.5,14-Sep,"join_id_bonds
EH305692 Govt    123.753
Name: 2014-12-01 00:00:00, dtype: float64"
9/1/2014,0.905271,EJ568862,IKU14,130.69,EJ568862 Govt,IKU14 Comdty,2,5/1/2023,ACT/ACT,3/1/2013,3/1/2013,4.5,14-Sep,"join_id_bonds
EH305692 Govt    123.783
Name: 2014-12-02 00:00:00, dtype: float64"
9/2/2014,0.905271,EJ568862,IKU14,130.37,EJ568862 Govt,IKU14 Comdty,2,5/1/2023,ACT/ACT,3/1/2013,3/1/2013,4.5,14-Sep,"join_id_bonds
EH305692 Govt    124.02
Name: 2014-12-03 00:00:00, dtype: float64"
9/3/2014,0.905271,EJ568862,IKU14,130.21,EJ568862 Govt,IKU14 Comdty,2,5/1/2023,ACT/ACT,3/1/2013,3/1/2013,4.5,14-Sep,"join_id_bonds
EH305692 Govt    123.42
Name: 2014-12-04 00:00:00, dtype: float64"
9/4/2014,0.905271,EJ568862,IKU14,131.33,EJ568862 Govt,IKU14 Comdty,2,5/1/2023,ACT/ACT,3/1/2013,3/1/2013,4.5,14-Sep,"join_id_bonds
EH305692 Govt    124.098
Name: 2014-12-05 00:00:00, dtype: float64"
12/9/2014,0.902674,EJ770441,IKH5,133.96,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    121.843
Name: 2014-12-09 00:00:00, dtype: float64"
12/10/2014,0.902674,EJ770441,IKH5,133.6,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    121.548
Name: 2014-12-10 00:00:00, dtype: float64"
12/11/2014,0.902674,EJ770441,IKH5,133.62,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    121.628
Name: 2014-12-11 00:00:00, dtype: float64"
12/12/2014,0.902674,EJ770441,IKH5,133.56,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    121.503
Name: 2014-12-12 00:00:00, dtype: float64"
12/15/2014,0.902674,EJ770441,IKH5,134.09,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    122.07
Name: 2014-12-15 00:00:00, dtype: float64"
12/16/2014,0.902674,EJ770441,IKH5,133.89,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    121.718
Name: 2014-12-16 00:00:00, dtype: float64"
12/17/2014,0.902674,EJ770441,IKH5,134.2,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    122.165
Name: 2014-12-17 00:00:00, dtype: float64"
12/18/2014,0.902674,EJ770441,IKH5,134.25,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    122.155
Name: 2014-12-18 00:00:00, dtype: float64"
12/19/2014,0.902674,EJ770441,IKH5,134.49,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    122.28
Name: 2014-12-19 00:00:00, dtype: float64"
12/22/2014,0.902674,EJ770441,IKH5,134.8,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    122.595
Name: 2014-12-22 00:00:00, dtype: float64"
12/23/2014,0.902674,EJ770441,IKH5,134.86,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    122.51
Name: 2014-12-23 00:00:00, dtype: float64"
12/24/2014,0.902674,EJ770441,IKH5,134.86,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    122.602
Name: 2014-12-24 00:00:00, dtype: float64"
12/29/2014,0.902674,EJ770441,IKH5,134.56,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    122.23
Name: 2014-12-29 00:00:00, dtype: float64"
12/30/2014,0.902674,EJ770441,IKH5,135.6,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    123.173
Name: 2014-12-30 00:00:00, dtype: float64"
12/31/2014,0.902674,EJ770441,IKH5,135.6,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    123.313
Name: 2014-12-31 00:00:00, dtype: float64"
1/2/2015,0.902674,EJ770441,IKH5,136.83,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    124.433
Name: 2015-01-02 00:00:00, dtype: float64"
1/5/2015,0.902674,EJ770441,IKH5,135.85,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    123.305
Name: 2015-01-05 00:00:00, dtype: float64"
1/6/2015,0.902674,EJ770441,IKH5,135.72,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    123.018
Name: 2015-01-06 00:00:00, dtype: float64"
1/7/2015,0.902674,EJ770441,IKH5,134.83,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    122.665
Name: 2015-01-07 00:00:00, dtype: float64"
1/8/2015,0.902674,EJ770441,IKH5,135.7,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    123.137
Name: 2015-01-08 00:00:00, dtype: float64"
1/9/2015,0.902674,EJ770441,IKH5,135.07,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    122.768
Name: 2015-01-09 00:00:00, dtype: float64"
1/12/2015,0.902674,EJ770441,IKH5,135.96,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    123.333
Name: 2015-01-12 00:00:00, dtype: float64"
1/13/2015,0.902674,EJ770441,IKH5,136.14,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    123.29
Name: 2015-01-13 00:00:00, dtype: float64"
1/14/2015,0.902674,EJ770441,IKH5,136.65,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    124.128
Name: 2015-01-14 00:00:00, dtype: float64"
1/15/2015,0.902674,EJ770441,IKH5,136.75,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    123.94
Name: 2015-01-15 00:00:00, dtype: float64"
1/16/2015,0.902674,EJ770441,IKH5,137.36,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    124.648
Name: 2015-01-16 00:00:00, dtype: float64"
1/19/2015,0.902674,EJ770441,IKH5,137.31,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    124.518
Name: 2015-01-19 00:00:00, dtype: float64"
1/20/2015,0.902674,EJ770441,IKH5,137.19,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    124.438
Name: 2015-01-20 00:00:00, dtype: float64"
1/21/2015,0.902674,EJ770441,IKH5,137.05,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    124.393
Name: 2015-01-21 00:00:00, dtype: float64"
1/22/2015,0.902674,EJ770441,IKH5,138.44,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    125.74
Name: 2015-01-22 00:00:00, dtype: float64"
1/23/2015,0.902674,EJ770441,IKH5,138.97,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    125.875
Name: 2015-01-23 00:00:00, dtype: float64"
1/26/2015,0.902674,EJ770441,IKH5,139.41,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    126.143
Name: 2015-01-26 00:00:00, dtype: float64"
1/27/2015,0.902674,EJ770441,IKH5,138.85,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    125.858
Name: 2015-01-27 00:00:00, dtype: float64"
1/28/2015,0.902674,EJ770441,IKH5,138.15,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    125.285
Name: 2015-01-28 00:00:00, dtype: float64"
1/29/2015,0.902674,EJ770441,IKH5,138.09,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    125.155
Name: 2015-01-29 00:00:00, dtype: float64"
1/30/2015,0.902674,EJ770441,IKH5,138.19,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    125.323
Name: 2015-01-30 00:00:00, dtype: float64"
2/2/2015,0.902674,EJ770441,IKH5,138.13,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    125.025
Name: 2015-02-02 00:00:00, dtype: float64"
2/3/2015,0.902674,EJ770441,IKH5,138.41,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    125.44
Name: 2015-02-03 00:00:00, dtype: float64"
2/4/2015,0.902674,EJ770441,IKH5,138.99,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    125.792
Name: 2015-02-04 00:00:00, dtype: float64"
2/5/2015,0.902674,EJ770441,IKH5,138.85,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    125.813
Name: 2015-02-05 00:00:00, dtype: float64"
2/6/2015,0.902674,EJ770441,IKH5,138.53,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    125.403
Name: 2015-02-06 00:00:00, dtype: float64"
2/9/2015,0.902674,EJ770441,IKH5,137.8,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    124.625
Name: 2015-02-09 00:00:00, dtype: float64"
2/10/2015,0.902674,EJ770441,IKH5,137.45,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    124.468
Name: 2015-02-10 00:00:00, dtype: float64"
2/11/2015,0.902674,EJ770441,IKH5,137.58,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    124.213
Name: 2015-02-11 00:00:00, dtype: float64"
2/12/2015,0.902674,EJ770441,IKH5,137.81,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    124.633
Name: 2015-02-12 00:00:00, dtype: float64"
2/13/2015,0.902674,EJ770441,IKH5,138.18,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    125.068
Name: 2015-02-13 00:00:00, dtype: float64"
2/16/2015,0.902674,EJ770441,IKH5,137.92,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    124.473
Name: 2015-02-16 00:00:00, dtype: float64"
2/17/2015,0.902674,EJ770441,IKH5,137.73,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    124.493
Name: 2015-02-17 00:00:00, dtype: float64"
2/18/2015,0.902674,EJ770441,IKH5,137.95,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    124.86
Name: 2015-02-18 00:00:00, dtype: float64"
2/19/2015,0.902674,EJ770441,IKH5,138.28,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    124.993
Name: 2015-02-19 00:00:00, dtype: float64"
2/20/2015,0.902674,EJ770441,IKH5,138.63,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    125.208
Name: 2015-02-20 00:00:00, dtype: float64"
2/23/2015,0.902674,EJ770441,IKH5,139.43,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    125.973
Name: 2015-02-23 00:00:00, dtype: float64"
2/24/2015,0.902674,EJ770441,IKH5,139.74,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    126.233
Name: 2015-02-24 00:00:00, dtype: float64"
2/25/2015,0.902674,EJ770441,IKH5,139.71,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    126.175
Name: 2015-02-25 00:00:00, dtype: float64"
2/26/2015,0.902674,EJ770441,IKH5,140.91,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    127.22
Name: 2015-02-26 00:00:00, dtype: float64"
2/27/2015,0.902674,EJ770441,IKH5,140.89,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    127.343
Name: 2015-02-27 00:00:00, dtype: float64"
3/2/2015,0.902674,EJ770441,IKH5,140.84,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    127.178
Name: 2015-03-02 00:00:00, dtype: float64"
3/3/2015,0.902674,EJ770441,IKH5,140.37,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    126.695
Name: 2015-03-03 00:00:00, dtype: float64"
3/4/2015,0.902674,EJ770441,IKH5,140.35,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    126.825
Name: 2015-03-04 00:00:00, dtype: float64"
3/5/2015,0.902674,EJ770441,IKH5,141.15,EJ770441 Govt,IKH5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Mar,"join_id_bonds
EJ770441 Govt    127.62
Name: 2015-03-05 00:00:00, dtype: float64"
3/9/2015,0.904686,EJ770441,IKM5,139.89,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    127.828
Name: 2015-03-09 00:00:00, dtype: float64"
3/10/2015,0.904686,EJ770441,IKM5,140.62,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    128.368
Name: 2015-03-10 00:00:00, dtype: float64"
3/11/2015,0.904686,EJ770441,IKM5,141.65,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    129.245
Name: 2015-03-11 00:00:00, dtype: float64"
3/12/2015,0.904686,EJ770441,IKM5,141.64,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    129.28
Name: 2015-03-12 00:00:00, dtype: float64"
3/13/2015,0.904686,EJ770441,IKM5,141.49,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    129.135
Name: 2015-03-13 00:00:00, dtype: float64"
3/16/2015,0.904686,EJ770441,IKM5,141.5,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    128.84
Name: 2015-03-16 00:00:00, dtype: float64"
3/17/2015,0.904686,EJ770441,IKM5,140.42,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    128.03
Name: 2015-03-17 00:00:00, dtype: float64"
3/18/2015,0.904686,EJ770441,IKM5,139.72,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    127.68
Name: 2015-03-18 00:00:00, dtype: float64"
3/19/2015,0.904686,EJ770441,IKM5,140.7,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    128.135
Name: 2015-03-19 00:00:00, dtype: float64"
3/20/2015,0.904686,EJ770441,IKM5,141.13,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    128.628
Name: 2015-03-20 00:00:00, dtype: float64"
3/23/2015,0.904686,EJ770441,IKM5,140.08,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    127.675
Name: 2015-03-23 00:00:00, dtype: float64"
3/24/2015,0.904686,EJ770441,IKM5,139.69,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    127.313
Name: 2015-03-24 00:00:00, dtype: float64"
3/25/2015,0.904686,EJ770441,IKM5,139.63,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    127.245
Name: 2015-03-25 00:00:00, dtype: float64"
3/26/2015,0.904686,EJ770441,IKM5,139.63,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    127.43
Name: 2015-03-26 00:00:00, dtype: float64"
3/27/2015,0.904686,EJ770441,IKM5,139.53,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    127.068
Name: 2015-03-27 00:00:00, dtype: float64"
3/30/2015,0.904686,EJ770441,IKM5,139.88,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    127.468
Name: 2015-03-30 00:00:00, dtype: float64"
3/31/2015,0.904686,EJ770441,IKM5,140.58,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    128.077
Name: 2015-03-31 00:00:00, dtype: float64"
4/1/2015,0.904686,EJ770441,IKM5,140.75,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    128.098
Name: 2015-04-01 00:00:00, dtype: float64"
4/2/2015,0.904686,EJ770441,IKM5,140.38,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    127.875
Name: 2015-04-02 00:00:00, dtype: float64"
4/7/2015,0.904686,EJ770441,IKM5,141.12,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    128.455
Name: 2015-04-07 00:00:00, dtype: float64"
4/8/2015,0.904686,EJ770441,IKM5,140.96,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    128.332
Name: 2015-04-08 00:00:00, dtype: float64"
4/9/2015,0.904686,EJ770441,IKM5,140.63,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    127.83
Name: 2015-04-09 00:00:00, dtype: float64"
4/10/2015,0.904686,EJ770441,IKM5,140.9,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    128.168
Name: 2015-04-10 00:00:00, dtype: float64"
4/13/2015,0.904686,EJ770441,IKM5,140.67,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    127.988
Name: 2015-04-13 00:00:00, dtype: float64"
4/14/2015,0.904686,EJ770441,IKM5,140.37,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    127.66
Name: 2015-04-14 00:00:00, dtype: float64"
4/15/2015,0.904686,EJ770441,IKM5,140.75,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    128.108
Name: 2015-04-15 00:00:00, dtype: float64"
4/16/2015,0.904686,EJ770441,IKM5,139.62,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    127.005
Name: 2015-04-16 00:00:00, dtype: float64"
4/17/2015,0.904686,EJ770441,IKM5,138.64,EJ770441 Govt,IKM5 Comdty,2,3/1/2024,ACT/ACT,8/1/2013,8/1/2013,4.5,15-Jun,"join_id_bonds
EJ770441 Govt    125.928
Name: 2015-04-17 00:00:00, dtype: float64"
